,concept_name,count,count_emotion,count_sadness,count_joy,count_fear,count_anger,count_surprise,count_disgust,count_trust,count_anticipation,count_confusion,count_denial
2432,5 minutes Office visit,,1.0,,,1.0,,,,,,,
2433,Deep (qualifier value),,1.0,,,1.0,,,,,,,
2434,Deep Resection Margin,,1.0,,,1.0,,,,,,,
2435,Anti-Inflammatory Agents,,1.0,,,1.0,,,,,,,
2436,Worried,,5.0,,,3.0,,,,,1.0,,1.0
2437,Breech,,1.0,,,1.0,,,,,,,
2438,Chemotherapy,,1.0,,,1.0,,,,,,,
2439,Steroids,,1.0,,,1.0,,,,,,,
2440,Chemotherapy Regimen,,1.0,,,1.0,,,,,,,
2441,Dropping,,1.0,,,1.0,,,,,,,
2442,Drops - Drug Form,,1.0,,,1.0,,,,,,,
2443,Fingers,,1.0,,,1.0,,,,,,,
2444,Entire finger,,1.0,,,1.0,,,,,,,
2445,Grandson,,1.0,,,1.0,,,,,,,
2446,Norovirus,,1.0,,,1.0,,,,,,,
2447,Invasive,,1.0,,,1.0,,,,,,,
2448,Invasive Lesion,,1.0,,,1.0,,,,,,,
2449,Shock,,1.0,,,1.0,,,,,,,
2450,Into,,2.0,,,2.0,,,,,,,
2451,Shot (injury),,6.0,,,1.0,,2.0,,,1.0,1.0,1.0
2452,Brain Injuries,,1.0,,,1.0,,,,,,,
2453,Traumatic AND/OR non-traumatic brain injury,,1.0,,,1.0,,,,,,,
2454,Urinary Retention,,1.0,,,1.0,,,,,,,
2455,Inhaler (unit of presentation),,1.0,,,1.0,,,,,,,
2456,How Often Felt Normal question,,3.0,,,1.0,,,,,,2.0,
2457,Normal,,3.0,,,1.0,,,,,,2.0,
2458,Normal Gait,,3.0,,,1.0,,,,,,2.0,
2459,Normal Immune Presence,,3.0,,,1.0,,,,,,2.0,
2460,Normal Observation Interpretation,,3.0,,,1.0,,,,,,2.0,
2461,Normal Reference Range,,3.0,,,1.0,,,,,,2.0,
2462,Normal assessment finding,,3.0,,,1.0,,,,,,2.0,
2463,Skin appearance normal (finding),,3.0,,,1.0,,,,,,2.0,
2464,normal Act Status,,3.0,,,1.0,,,,,,2.0,
2465,normal Confidentiality,,3.0,,,1.0,,,,,,2.0,
2466,normal Device Alert Level,,3.0,,,1.0,,,,,,2.0,
2467,normal Entity Status,,3.0,,,1.0,,,,,,2.0,
2468,normal Managed Participation Status,,3.0,,,1.0,,,,,,2.0,
2469,normal Role Status,,3.0,,,1.0,,,,,,2.0,
2470,Else,,1.0,,,1.0,,,,,,,
2471,Mood Stabilizers,,1.0,,,1.0,,,,,,,
2472,Longterm Effects,,1.0,,,1.0,,,,,,,
2473,Cicatrization,,1.0,,,1.0,,,,,,,
2474,Cystic,,1.0,,,1.0,,,,,,,
2475,POLY,,2.0,,,1.0,,1.0,,,,,
2476,Undecaprenyl-phosphate galactose-phosphotransferase,,1.0,,,1.0,,,,,,,
2477,Endometrial Carcinoma,,1.0,,,1.0,,,,,,,
2478,Endometrial Cancer Pathway,,1.0,,,1.0,,,,,,,
2479,Malignant neoplasm of endometrium,,1.0,,,1.0,,,,,,,
2480,Specialist,,1.0,,,1.0,,,,,,,
2481,Specialist Physician,,1.0,,,1.0,,,,,,,
2482,"Complaining of ""tired all the time""",,1.0,,,1.0,,,,,,,
2483,Tired All the Time,,1.0,,,1.0,,,,,,,
2484,Worry Subscale,,3.0,,,1.0,,,,,1.0,,1.0
2485,Liver neoplasms,,1.0,,,1.0,,,,,,,
2486,Liver,,1.0,,,1.0,,,,,,,
2487,Adequate,,1.0,,,1.0,,,,,,,
2488,Entire liver,,1.0,,,1.0,,,,,,,
2489,Liver Flavor,,1.0,,,1.0,,,,,,,
2490,Liver brand of Vitamin B 12,,1.0,,,1.0,,,,,,,
2491,Liver carcinoma,,1.0,,,1.0,,,,,,,
2492,Sufficient,,2.0,,,1.0,,,,,,,1.0
2493,liver extract,,1.0,,,1.0,,,,,,,
2494,Health,,3.0,,,1.0,1.0,,,,,,1.0
2495,Nearly,,1.0,,,1.0,,,,,,,
2496,Fiance,,1.0,,,1.0,,,,,,,
2497,Rupture,,1.0,,,1.0,,,,,,,
2498,Medical Device Material Rupture,,1.0,,,1.0,,,,,,,
2499,Actual Positive Sleep,,1.0,,,1.0,,,,,,,
2500,Carcinoma of lung,,1.0,,,1.0,,,,,,,
2501,Malignant neoplasm of lung,,1.0,,,1.0,,,,,,,
2502,Primary malignant neoplasm of lung,,1.0,,,1.0,,,,,,,
2503,Loop electrosurgical excision procedure,,1.0,,,1.0,,,,,,,
2504,Once (schedule frequency),,2.0,,,1.0,,,,,1.0,,
2505,Once - dosing instruction fragment,,2.0,,,1.0,,,,,1.0,,
2506,Procedure carried out,,1.0,,,1.0,,,,,,,
2507,Single event,,2.0,,,1.0,,,,,1.0,,
2508,Uterine Diseases,,1.0,,,1.0,,,,,,,
2509,Mouse Uterus,,1.0,,,1.0,,,,,,,
2510,Positive,,1.0,,,1.0,,,,,,,
2511,Positive Charge,,1.0,,,1.0,,,,,,,
2512,Positive Finding,,1.0,,,1.0,,,,,,,
2513,Able to sit,,1.0,,,1.0,,,,,,,
2514,Point,,2.0,,,1.0,,,,,,,1.0
2515,feeling dizzy,,2.0,,,1.0,,,,,1.0,,
2516,Inflammation,,2.0,,,2.0,,,,,,,
2517,Weepiness,,1.0,,,1.0,,,,,,,
2518,Green - answer to question,,2.0,,,1.0,,,,,1.0,,
2519,Green color,,2.0,,,1.0,,,,,1.0,,
2520,Hyponatremia,,1.0,,,1.0,,,,,,,
2521,"Hyponatremia, CTCAE",,1.0,,,1.0,,,,,,,
2522,Potential,,4.0,,,1.0,,,,,1.0,1.0,1.0
2523,Endurance,,1.0,,,1.0,,,,,,,
2524,Young,,1.0,,,1.0,,,,,,,
2525,Cow's milk,,1.0,,,1.0,,,,,,,
2526,Milk (body substance),,1.0,,,1.0,,,,,,,
2527,Milk - dietary,,1.0,,,1.0,,,,,,,
2528,Milk Specimen,,1.0,,,1.0,,,,,,,
2529,Milk Specimen Code,,1.0,,,1.0,,,,,,,
2530,Risk,,3.0,,,1.0,,,,,,1.0,1.0
2531,Subject Risk,,1.0,,,1.0,,,,,,,
2532,Does cough,,1.0,,,1.0,,,,,,,
2533,Hospitals,,5.0,,,1.0,,,,,1.0,1.0,2.0
2534,Hospital environment,,4.0,,,1.0,,,,,1.0,1.0,1.0
2535,Night time,,3.0,,,2.0,,,,,,1.0,
2536,Organization unit type - Hospital,,4.0,,,1.0,,,,,1.0,1.0,1.0
2537,Arrival - action,,1.0,,,1.0,,,,,,,
2538,arrival - ActRelationshipType,,1.0,,,1.0,,,,,,,
2539,"TNFSF11 protein, human",,1.0,,,1.0,,,,,,,
2540,Trance state,,1.0,,,1.0,,,,,,,
2541,Hypomenorrhea,,1.0,,,1.0,,,,,,,
2542,Tightness sensation quality,,1.0,,,1.0,,,,,,,
2543,Tension Headache,,1.0,,,1.0,,,,,,,
2544,Traumatic,,1.0,,,1.0,,,,,,,
2545,Elbow,,1.0,,,1.0,,,,,,,
2546,Elbow joint structure,,1.0,,,1.0,,,,,,,
2547,Entire elbow region,,1.0,,,1.0,,,,,,,
2548,Entire left shoulder region,,1.0,,,1.0,,,,,,,
2549,Sound - physical agent,,1.0,,,1.0,,,,,,,
2550,Structure of left shoulder region,,1.0,,,1.0,,,,,,,
2551,World,,1.0,,,1.0,,,,,,,
2552,event cycle,,1.0,,,1.0,,,,,,,
2553,Pathname,,1.0,,,1.0,,,,,,,
2554,Pathology procedure,,1.0,,,1.0,,,,,,,
2555,Heartburn,,3.0,,,1.0,,,,,1.0,1.0,
2556,Neck stiffness,,1.0,,,1.0,,,,,,,
2557,CDISC SDTM Model Version 1.5,,1.0,,,1.0,,,,,,,
2558,Past Week,,1.0,,,1.0,,,,,,,
2559,White Blood Cell Count procedure,,1.0,,,1.0,,,,,,,
2560,Races (activity),,1.0,,,1.0,,,,,,,
2561,Sitting position,,1.0,,,1.0,,,,,,,
2562,Ability to Sit question,,1.0,,,1.0,,,,,,,
2563,Sitting Function,,1.0,,,1.0,,,,,,,
2564,robbery,,1.0,,,1.0,,,,,,,
2565,Bacterial Vaginosis,,3.0,,,1.0,,,1.0,,,1.0,
2566,Neoplasms,,2.0,,,1.0,,,1.0,,,,
2567,Specimen Source Codes - tumor,,1.0,,,1.0,,,,,,,
2568,Tumor Mass,,1.0,,,1.0,,,,,,,
2569,Nipples,,3.0,,,1.0,,1.0,,,1.0,,
2570,Urination,,1.0,,,1.0,,,,,,,
2571,Candy Dosage Form,,1.0,,,1.0,,,,,,,
2572,Salty,,1.0,,,1.0,,,,,,,
2573,Sugar candy,,1.0,,,1.0,,,,,,,
2574,junk food,,1.0,,,1.0,,,,,,,
2575,sweet flavor,,1.0,,,1.0,,,,,,,
2576,sweet taste perception,,1.0,,,1.0,,,,,,,
2577,Accident and Emergency department,,3.0,,,1.0,1.0,,,,,,1.0
2578,Appendix,,2.0,,,1.0,1.0,,,,,,
2579,"Staple, Surgical",,2.0,,,1.0,1.0,,,,,,
2580,Admission Type - Emergency,,2.0,,,1.0,1.0,,,,,,
2581,Bale out,,2.0,,,1.0,1.0,,,,,,
2582,Certification patient type - Emergency,,2.0,,,1.0,1.0,,,,,,
2583,Consent Bypass Reason - Emergency,,2.0,,,1.0,1.0,,,,,,
2584,Consent Non-Disclosure Reason - Emergency,,2.0,,,1.0,1.0,,,,,,
2585,Emergencies [Disease/Finding],,2.0,,,1.0,1.0,,,,,,
2586,Emergency Situation,,2.0,,,1.0,1.0,,,,,,
2587,Encounter Admission Source - emergency,,2.0,,,1.0,1.0,,,,,,
2588,Entire appendix,,2.0,,,1.0,1.0,,,,,,
2589,Level of Care - Emergency,,2.0,,,1.0,1.0,,,,,,
2590,Patient Class - Emergency,,2.0,,,1.0,1.0,,,,,,
2591,Referral category - Emergency,,2.0,,,1.0,1.0,,,,,,
2592,Specialty Type - Emergency,,2.0,,,1.0,1.0,,,,,,
2593,Visit Priority Code - Emergency,,2.0,,,1.0,1.0,,,,,,
2594,appendix - HTML link,,2.0,,,1.0,1.0,,,,,,
2595,emergency encounter,,2.0,,,1.0,1.0,,,,,,
2596,Ramp,,1.0,,,1.0,,,,,,,
2597,Inferior,,2.0,,,1.0,,,,,1.0,,
2598,Severe asthma,,1.0,,,1.0,,,,,,,
2599,Touch Perception,,1.0,,,1.0,,,,,,,
2600,Not sure,,1.0,,,1.0,,,,,,,
2601,Tactile,,1.0,,,1.0,,,,,,,
2602,Therapeutic tactile stimulation,,1.0,,,1.0,,,,,,,
2603,Touch sensation,,1.0,,,1.0,,,,,,,
2604,Cheek structure,,2.0,,,1.0,,,,,,1.0,
2605,At work,,1.0,,,1.0,,,,,,,
2606,Amputation of lower limb,,1.0,,,1.0,,,,,,,
2607,Addictive Behavior,,1.0,,,1.0,,,,,,,
2608,Pancreatitis,,1.0,,,1.0,,,,,,,
2609,"Pancreatitis, CTCAE 3.0",,1.0,,,1.0,,,,,,,
2610,"Pancreatitis, CTCAE 5.0",,1.0,,,1.0,,,,,,,
2611,"Anorexia, CTCAE",,2.0,,,1.0,,,1.0,,,,
2612,Brothers,,1.0,,,1.0,,,,,,,
2613,Brother - courtesy title,,1.0,,,1.0,,,,,,,
2614,Relationship - Brother,,1.0,,,1.0,,,,,,,
2615,wife,,2.0,,,1.0,1.0,,,,,,
2616,Phone Call,,1.0,,,1.0,,,,,,,
2617,Much,,3.0,,,2.0,,,,,,1.0,
2618,X-Ray Computed Tomography,,1.0,,,1.0,,,,,,,
2619,Lipid R1 MRI,,1.0,,,1.0,,,,,,,
2620,Mass of body region,,1.0,,,1.0,,,,,,,
2621,Mobile,,1.0,,,1.0,,,,,,,
2622,"Morphology, Attenuation, Size, and Structure Criteria",,1.0,,,1.0,,,,,,,
2623,Specimen Source Codes - Mass,,1.0,,,1.0,,,,,,,
2624,Malaise,,1.0,,,1.0,,,,,,,
2625,Anesthetics,,1.0,,,1.0,,,,,,,
2626,Unsafe Sex,,1.0,,,1.0,,,,,,,
2627,Airplanes,,1.0,,,1.0,,,,,,,
2628,Urinary Bladder,,2.0,,,1.0,,,,,,1.0,
2629,Bladder Continence Question,,2.0,,,1.0,,,,,,1.0,
2630,Entire bladder,,2.0,,,1.0,,,,,,1.0,
2631,Entire bone (organ),,1.0,,,1.0,,,,,,,
2632,Entire bony skeleton,,1.0,,,1.0,,,,,,,
2633,Skeletal bone,,1.0,,,1.0,,,,,,,
2634,Specimen Source Codes - Bone,,1.0,,,1.0,,,,,,,
2635,Specimen Type - Bone,,1.0,,,1.0,,,,,,,
2636,Allergy to peanuts,,2.0,,,1.0,1.0,,,,,,
2637,1 Week,,1.0,,,1.0,,,,,,,
2638,Bone injury,,1.0,,,1.0,,,,,,,
2639,Pectus excavatum,,2.0,,,1.0,,,,,1.0,,
2640,Congenital pectus excavatum,,2.0,,,1.0,,,,,1.0,,
2641,Plastics,,1.0,,,1.0,,,,,,,
2642,bacitracin,,1.0,,,1.0,,,,,,,
2643,Blood alcohol concentration,,1.0,,,1.0,,,,,,,
2644,BAC Regimen,,1.0,,,1.0,,,,,,,
2645,Bronchioloalveolar Adenocarcinoma,,1.0,,,1.0,,,,,,,
2646,penicillins,,1.0,,,1.0,,,,,,,
2647,Massive hemorrhage,,1.0,,,1.0,,,,,,,
2648,Last,,6.0,,,1.0,1.0,,,,,2.0,2.0
2649,Unexplained fevers,,1.0,,,1.0,,,,,,,
2650,Thirsty,,1.0,,,1.0,,,,,,,
2651,Choice Behavior,,1.0,,,1.0,,,,,,,
2652,retailing,,1.0,,,1.0,,,,,,,
2653,Blood Pressure,,1.0,,,1.0,,,,,,,
2654,Blood pressure determination,,1.0,,,1.0,,,,,,,
2655,Blood pressure finding,,1.0,,,1.0,,,,,,,
2656,Systemic arterial pressure,,1.0,,,1.0,,,,,,,
2657,Feeling nervous,,1.0,,,1.0,,,,,,,
2658,Foot Injuries,,1.0,,,1.0,,,,,,,
2659,Subsystem,,1.0,,,1.0,,,,,,,
2660,undefined,,1.0,,,1.0,,,,,,,
2661,"Dentist, general",,4.0,,,1.0,,,,,,1.0,2.0
2662,Pimples,,1.0,,,1.0,,,,,,,
2663,pustule,,1.0,,,1.0,,,,,,,
2664,"Toothache, CTCAE",,1.0,,,1.0,,,,,,,
2665,Cornea,,1.0,,,1.0,,,,,,,
2666,Corneal Diseases,,1.0,,,1.0,,,,,,,
2667,Entire cornea,,1.0,,,1.0,,,,,,,
2668,SpecimenType - Cornea,,1.0,,,1.0,,,,,,,
2669,vitamin B12,,1.0,,,,1.0,,,,,,
2670,Multivitamin Drug Class,,1.0,,,,1.0,,,,,,
2671,Multivitamin preparation,,1.0,,,,1.0,,,,,,
2672,VITAMIN B12 MEASUREMENT,,1.0,,,,1.0,,,,,,
2673,Vitamin B12 [EPC],,1.0,,,,1.0,,,,,,
2674,Symptomatic,,1.0,,,,1.0,,,,,,
2675,Self,,1.0,,,,1.0,,,,,,
2676,subscriber - self,,1.0,,,,1.0,,,,,,
2677,No Effort,,1.0,,,,1.0,,,,,,
2678,No Hand Mobility,,1.0,,,,1.0,,,,,,
2679,No Support Needed,,1.0,,,,1.0,,,,,,
2680,None,,1.0,,,,1.0,,,,,,
2681,None (no infant feeding),,1.0,,,,1.0,,,,,,
2682,None - Action Taken in Response to the Event,,1.0,,,,1.0,,,,,,
2683,None - Additive/Preservative,,1.0,,,,1.0,,,,,,
2684,None - ContainerSeparator,,1.0,,,,1.0,,,,,,
2685,None - Eligibility Source,,1.0,,,,1.0,,,,,,
2686,None - Language Proficiency,,1.0,,,,1.0,,,,,,
2687,None - ObservationValue,,1.0,,,,1.0,,,,,,
2688,None - Relationship,,1.0,,,,1.0,,,,,,
2689,None - Sequencing,,1.0,,,,1.0,,,,,,
2690,None - Specimen Additive,,1.0,,,,1.0,,,,,,
2691,None Device,,1.0,,,,1.0,,,,,,
2692,none - ResponseLevel,,1.0,,,,1.0,,,,,,
2693,none - SubstanceAdminSubstitution,,1.0,,,,1.0,,,,,,
2694,Supplement,,1.0,,,,1.0,,,,,,
2695,Awake,,1.0,,,,1.0,,,,,,
2696,Mastodynia,,2.0,,,,1.0,,1.0,,,,
2697,Exist,,1.0,,,,1.0,,,,,,
2698,Steatohepatitis,,1.0,,,,1.0,,,,,,
2699,Fatty Liver,,1.0,,,,1.0,,,,,,
2700,Truck (physical object),,1.0,,,,1.0,,,,,,
2701,occupant of truck injured in transport accident,,1.0,,,,1.0,,,,,,
2702,Diet poor,,2.0,,,,1.0,,1.0,,,,
2703,Hospice Care,,1.0,,,,1.0,,,,,,
2704,Adolescence,,1.0,,,,1.0,,,,,,
2705,Liver Failure,,1.0,,,,1.0,,,,,,
2706,Hepatic Insufficiency,,1.0,,,,1.0,,,,,,
2707,Diagnosis Type - Final,,1.0,,,,1.0,,,,,,
2708,Final,,1.0,,,,1.0,,,,,,
2709,Final Study Report,,1.0,,,,1.0,,,,,,
2710,Full-time employment (finding),,1.0,,,,1.0,,,,,,
2711,Past 2 Weeks,,1.0,,,,1.0,,,,,,
2712,hospice environment,,1.0,,,,1.0,,,,,,
2713,Feeling upset,,1.0,,,,1.0,,,,,,
2714,Oppositional Defiant Disorder,,1.0,,,,1.0,,,,,,
2715,Cant,,1.0,,,,1.0,,,,,,
2716,Psychologic,,1.0,,,,1.0,,,,,,
2717,Clothing,,1.0,,,,1.0,,,,,,
2718,Injection Method of Administration,,2.0,,,,1.0,,,,,1.0,
2719,Speech,,1.0,,,,1.0,,,,,,
2720,Does talk,,1.0,,,,1.0,,,,,,
2721,Speaking (activity),,1.0,,,,1.0,,,,,,
2722,faith,,1.0,,,,1.0,,,,,,
2723,Never Used Oral Contraceptives,,1.0,,,,1.0,,,,,,
2724,Never used,,1.0,,,,1.0,,,,,,
2725,post exercise,,2.0,,,,1.0,,,,,1.0,
2726,Ultram,,1.0,,,,1.0,,,,,,
2727,Prescribed,,1.0,,,,1.0,,,,,,
2728,Rule (guideline),,1.0,,,,1.0,,,,,,
2729,Accidental physical contact (event),,1.0,,,,,1.0,,,,,
2730,Admission Type - Accident,,1.0,,,,,1.0,,,,,
2731,Widening,,1.0,,,,,1.0,,,,,
2732,Unmarried,,1.0,,,,,1.0,,,,,
2733,Marital Status - Single,,1.0,,,,,1.0,,,,,
2734,Testimonial,,1.0,,,,,1.0,,,,,
2735,Unmarried person,,1.0,,,,,1.0,,,,,
2736,Most of the time,,1.0,,,,,1.0,,,,,
2737,Usually,,1.0,,,,,1.0,,,,,
2738,Migraine with Aura,,1.0,,,,,1.0,,,,,
2739,With intensity,,1.0,,,,,1.0,,,,,
2740,Syphilis,,2.0,,,,,1.0,1.0,,,,
2741,Viable,,1.0,,,,,1.0,,,,,
2742,Polyarteritis Nodosa,,1.0,,,,,1.0,,,,,
2743,Mining,,1.0,,,,,1.0,,,,,
2744,Etoposide/Ifosfamide/Mesna/Mitoxantrone,,1.0,,,,,1.0,,,,,
2745,Intrinsic drive,,1.0,,,,,,1.0,,,,
2746,Heat (physical force),,1.0,,,,,,1.0,,,,
2747,ActInformationPrivacyReason <operations>,,2.0,,,,,,1.0,,,,1.0
2748,HL7PublishingSubSection <operations>,,2.0,,,,,,1.0,,,,1.0
2749,Past Year,,1.0,,,,,,1.0,,,,
2750,Body tissue patch material,,2.0,,,,,,1.0,,,1.0,
2751,Human patch material,,2.0,,,,,,1.0,,,1.0,
2752,Patch (physical object),,2.0,,,,,,1.0,,,1.0,
2753,Patch - Extended Release Film,,2.0,,,,,,1.0,,,1.0,
2754,Patch Dosage Form,,2.0,,,,,,1.0,,,1.0,
2755,Patch Dosage Form Category,,2.0,,,,,,1.0,,,1.0,
2756,Plaque (lesion),,3.0,,,,,,1.0,,1.0,1.0,
2757,Surgical patch,,2.0,,,,,,1.0,,,1.0,
2758,Transdermal System,,2.0,,,,,,1.0,,,1.0,
2759,Celiac Disease,,1.0,,,,,,1.0,,,,
2760,Cheese,,1.0,,,,,,1.0,,,,
2761,Cheese Flavor,,1.0,,,,,,1.0,,,,
2762,Denial (Psychology),,1.0,,,,,,,1.0,,,
2763,Deny (action),,1.0,,,,,,,1.0,,,
2764,Quality of life,,1.0,,,,,,,1.0,,,
2765,Perceived quality of life,,1.0,,,,,,,1.0,,,
2766,Sister,,1.0,,,,,,,1.0,,,
2767,Law (view),,1.0,,,,,,,1.0,,,
2768,Law - Document,,1.0,,,,,,,1.0,,,
2769,Relationship - Sister,,1.0,,,,,,,1.0,,,
2770,Sister - courtesy title,,1.0,,,,,,,1.0,,,
2771,Abortifacient Agents,,1.0,,,,,,,1.0,,,
2772,Methods,,1.0,,,,,,,1.0,,,
2773,Methods aspects,,1.0,,,,,,,1.0,,,
2774,Techniques,,1.0,,,,,,,1.0,,,
2775,Nutrients,,1.0,,,,,,,1.0,,,
2776,Diagnostic Service Section ID - Physical Therapy,,1.0,,,,,,,,1.0,,
2777,Physical therapy,,1.0,,,,,,,,1.0,,
2778,Physical therapy (field),,1.0,,,,,,,,1.0,,
2779,Dental Plaque,,1.0,,,,,,,,1.0,,
2780,Senile Plaques,,1.0,,,,,,,,1.0,,
2781,Cutaneous plaque,,1.0,,,,,,,,1.0,,
2782,Plaque -- tissue,,1.0,,,,,,,,1.0,,
2783,Choriogonadotropin Beta Measurement,,1.0,,,,,,,,1.0,,
2784,Pregnancy testing kit,,1.0,,,,,,,,1.0,,
2785,Electromagnetic Radiation,,1.0,,,,,,,,1.0,,
2786,Radiation,,1.0,,,,,,,,1.0,,
2787,Radiation Ionizing Radiotherapy,,1.0,,,,,,,,1.0,,
2788,"Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE",,1.0,,,,,,,,1.0,,
2789,Therapeutic radiology procedure,,1.0,,,,,,,,1.0,,
2790,Sedated state,,1.0,,,,,,,,1.0,,
2791,Sedation procedure,,1.0,,,,,,,,1.0,,
2792,Medications:-:Point in time:^Patient:-,,3.0,,,,,,,,1.0,,2.0
2793,Medications:Presence or Identity:Duration of the study:^Patient:Nominal,,3.0,,,,,,,,1.0,,2.0
2794,Bronchiolitis Obliterans Organizing Pneumonia,,1.0,,,,,,,,1.0,,
2795,Police officer,,1.0,,,,,,,,1.0,,
2796,creatinol phosphate,,1.0,,,,,,,,1.0,,
2797,cyclophosphamide/prednisolone/vincristine protocol,,1.0,,,,,,,,1.0,,
2798,cyclophosphamide/prednisone/vincristine protocol,,1.0,,,,,,,,1.0,,
2799,Positive and negative,,2.0,,,,,,,,1.0,1.0,
2800,Other Gender,,1.0,,,,,,,,1.0,,
2801,Something else,,1.0,,,,,,,,1.0,,
2802,Ablation,,1.0,,,,,,,,1.0,,
2803,Destructive procedure (surgical),,1.0,,,,,,,,1.0,,
2804,Appointments,,4.0,,,,,,,,4.0,,
2805,Second Opinion,,1.0,,,,,,,,1.0,,
2806,Referral disposition - Second Opinion,,1.0,,,,,,,,1.0,,
2807,Referral reason - Second Opinion,,1.0,,,,,,,,1.0,,
2808,SECOND SURGICAL OPINION,,1.0,,,,,,,,1.0,,
2809,obstetrics and gynecology (field),,2.0,,,,,,,,1.0,,1.0
2810,Access,,1.0,,,,,,,,1.0,,
2811,Acknowledgement Detail Type - Information,,1.0,,,,,,,,1.0,,
2812,Error severity - Information,,1.0,,,,,,,,1.0,,
2813,Information,,1.0,,,,,,,,1.0,,
2814,Role Class - access,,1.0,,,,,,,,1.0,,
2815,control act - information,,1.0,,,,,,,,1.0,,
2816,Hope (emotion),,1.0,,,,,,,,1.0,,
2817,File (record),,1.0,,,,,,,,1.0,,
2818,Feedback - evaluative response process,,1.0,,,,,,,,1.0,,
2819,Feedback - system communication,,1.0,,,,,,,,1.0,,
2820,Genetic Carriers,,1.0,,,,,,,,1.0,,
2821,Carrier Device,,1.0,,,,,,,,1.0,,
2822,Carrier of disorder,,1.0,,,,,,,,1.0,,
2823,Reprint Carrier,,1.0,,,,,,,,1.0,,
2824,Body temperature:Temperature:Point in time:^Patient:Quantitative,,1.0,,,,,,,,1.0,,
2825,Entity Handling - Body Temperature,,1.0,,,,,,,,1.0,,
2826,Special Handling Code - Body temperature,,1.0,,,,,,,,1.0,,
2827,Disability living allowance,,2.0,,,,,,,,1.0,,1.0
2828,Puncture biopsy,,2.0,,,,,,,,1.0,1.0,
2829,Consent Type - Needle Biopsy,,2.0,,,,,,,,1.0,1.0,
2830,Needle biopsy procedure,,2.0,,,,,,,,1.0,1.0,
2831,Lamictal,,1.0,,,,,,,,1.0,,
2832,Neurologists,,4.0,,,,,,,,2.0,,2.0
2833,Echocardiography,,1.0,,,,,,,,1.0,,
2834,ECHO protocol,,1.0,,,,,,,,1.0,,
2835,Smiling,,1.0,,,,,,,,1.0,,
2836,SMILE Regimen,,1.0,,,,,,,,1.0,,
2837,Smiles (finding),,1.0,,,,,,,,1.0,,
2838,Dyspepsia,,2.0,,,,,,,,1.0,1.0,
2839,Orthopedics,,1.0,,,,,,,,1.0,,
2840,Transaction counts and value totals - week,,1.0,,,,,,,,1.0,,
2841,ibuprofen,,1.0,,,,,,,,1.0,,
2842,Invisible,,1.0,,,,,,,,,1.0,
2843,Manual pelvic examination (procedure),,1.0,,,,,,,,,1.0,
2844,Patella,,1.0,,,,,,,,,1.0,
2845,Blinking,,1.0,,,,,,,,,1.0,
2846,Disease Outbreaks,,1.0,,,,,,,,,1.0,
2847,increasing incidence,,1.0,,,,,,,,,1.0,
2848,"Syncope, CTCAE 5.0",,1.0,,,,,,,,,1.0,
2849,Books,,2.0,,,,,,,,,1.0,1.0
2850,Wellbutrin,,2.0,,,,,,,,,1.0,1.0
2851,Pulmonary congestion,,1.0,,,,,,,,,1.0,
2852,Medical Condition,,1.0,,,,,,,,,1.0,
2853,Cardiologists,,2.0,,,,,,,,,1.0,1.0
2854,Dental Health Services,,2.0,,,,,,,,,2.0,
2855,Body Parts - Dental,,2.0,,,,,,,,,2.0,
2856,Dental,,2.0,,,,,,,,,2.0,
2857,Dental (intended site),,2.0,,,,,,,,,2.0,
2858,Dental Route of Drug Administration,,2.0,,,,,,,,,2.0,
2859,Dental dosage form,,2.0,,,,,,,,,2.0,
2860,Dental:-:Point in time:^Patient:-,,2.0,,,,,,,,,2.0,
2861,School type - Dental,,2.0,,,,,,,,,2.0,
2862,Warts,,2.0,,,,,,,,,1.0,1.0
2863,Cervical,,1.0,,,,,,,,,1.0,
2864,Skin Papilloma,,2.0,,,,,,,,,1.0,1.0
2865,Specimen Source Codes - Wart,,2.0,,,,,,,,,1.0,1.0
2866,Does turn (finding),,1.0,,,,,,,,,1.0,
2867,Protein Turn,,1.0,,,,,,,,,1.0,
2868,Leukotomy,,1.0,,,,,,,,,1.0,
2869,Along edge (qualifier value),,1.0,,,,,,,,,1.0,
2870,Circular,,1.0,,,,,,,,,1.0,
2871,Circumferential,,1.0,,,,,,,,,1.0,
2872,Coating (film),,1.0,,,,,,,,,1.0,
2873,Coating Excipient,,1.0,,,,,,,,,1.0,
2874,Graph Edge,,1.0,,,,,,,,,1.0,
2875,coating - FDALabelData,,1.0,,,,,,,,,1.0,
2876,coating - solid dosage form,,1.0,,,,,,,,,1.0,
2877,Device tip (physical object),,1.0,,,,,,,,,1.0,
2878,Tip,,1.0,,,,,,,,,1.0,
2879,Nuts,,1.0,,,,,,,,,1.0,
2880,PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY,,1.0,,,,,,,,,1.0,
2881,Follow,,1.0,,,,,,,,,1.0,
2882,Nut Device,,1.0,,,,,,,,,1.0,
2883,PER tumor staging notation,,1.0,,,,,,,,,1.0,
2884,Per (qualifier),,1.0,,,,,,,,,1.0,
2885,Per - dosing instruction fragment,,1.0,,,,,,,,,1.0,
2886,Corticotropin-like intermediate lobe peptide,,1.0,,,,,,,,,1.0,
